code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit,cash_before_patience,patience_profit,realend,realprofit
kpo7dpw7,17,0,30,2,-10,1,-56.54,1,48.89,1,51.5,1,67.28,1,-46.213,1,-5.92,0,0,1,-5,6,16,1,5.6,331,426.6,95.6,421,5.6,426.6,95.6
79qn2mgn,17,0,21,1,-5,1,-12.79,1,15.32,1,0.6,1,6,1,-4.745,1,-1,0,0,1,-7,5,12.8,1,6.8,22.32,54.31,31.99,47.51,6.8,54.31,31.99
3rqszw2y,17,0,21,2,-10,0,0,0,0,1,14.48,0,0,1,-15.928,0,0,0,0,1,-5,6,0,1,6,133.8,144.35,10.55,138.35,6,144.35,10.55
26qqxpjj,17,0,21,1,-5,0,0,0,0,1,-7.5,1,6,1,-15.244,1,-0.5,0,0,1,-7,6,16,0,5,137.94,150.7,12.76,145.7,5,150.7,12.76
8fqgkizh,17,0,27,1,-5,1,-23.44,1,40.96,1,5,1,15,1,-12.922,1,-0.5,0,0,2,-21,4,2.4,1,7,69.7,104.2,34.5,97.2,7,104.2,34.5
hb9e1b5f,17,0,21,1,-5,1,-13.67,1,7.4,1,1.97,1,0,1,-2.17,1,-0.53,0,0,1,-7,2,3.2,1,0,10,15.2,5.2,15.2,0,15.2,5.2
0g7sv439,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,2,3.2,1,7,-54.47,-80.27,-25.8,-87.27,7,-80.27,-25.8
037gym6i,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,7,-31,-6,25,-13,7,-6,25
1bfi45o2,17,0,27,1,-5,0,0,0,0,1,30,1,15.73,1,-27.146,1,-1,0,0,2,-21,6,0,1,5.6,203.73,227.91,24.18,222.31,5.6,227.91,24.18
1yc3rs1q,17,0,-30,1,-5,0,0,0,0,1,-2,1,0,1,-4.029,1,-1,0,0,1,-7,6,0,1,6.8,77.29,35.06,-42.23,28.26,6.8,35.06,-42.23
u0fm0adl,17,0,30,1,-5,1,-14.56,1,22.56,1,0.89,1,5,1,-12.365,1,-1,0,0,1,-7,6,16,0,5,84.76,124.29,39.53,119.29,5,124.29,39.53
4qopg1ub,17,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,5.2,-75.88,-66.68,9.2,-71.88,5.2,-66.68,9.2
0mrw3gqi,17,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,5,1.6,1,0,-43.13,-107.53,-64.4,-107.53,0,-107.53,-64.4
idw6uw5h,17,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,0,-67.27,-118.27,-51,-118.27,0,-118.27,-51
ag8yu9h7,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,11.2,-81.89,-73.69,8.2,-84.89,11.2,-73.69,8.2
5kipyxnx,17,0,12,1,-5,0,0,0,0,1,6,1,-5,1,-5.85,1,-1,0,0,2,-21,6,16,1,6,50.5,52.65,2.15,46.65,6,52.65,2.15
bieu6mpr,17,0,-30,0,0,0,0,0,0,1,-0.27,1,5.11,1,-1.022,1,-1,0,0,2,-30,5,1.6,0,5,35.38,-15.2,-50.58,-20.2,5,-15.2,-50.58
fh8ly4jj,17,0,15,0,0,1,-6.886,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,12.8,0,10.2,-47.35,-47.24,0.11,-57.44,10.2,-47.24,0.11
tgyt0okw,18,0,-6,0,0,1,-1.87,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,0,5,5.11,10.24,5.13,5.24,5,10.24,5.13
xluifzfl,18,0,21,1,-5,0,0,0,0,1,1,1,21,1,-4.2,1,-1,0,0,3,-35,6,24,0,5,4,30.8,26.8,25.8,5,30.8,26.8
kpo7dpw7,18,0,30,2,-10,1,-88.78,1,67.56,1,40,1,22.69,1,-48.807,1,-5.26,0,0,2,-15,6,0,1,5.4,426.6,424.4,-2.2,419,5.4,424.4,-2.2
79qn2mgn,18,0,15,1,-5,1,-16.85,1,28.48,1,2,1,20,1,-9.794,1,-1,0,0,0,0,5,19.2,1,6.6,54.31,112.95,58.64,106.35,6.6,112.95,58.64
3rqszw2y,18,0,21,2,-10,0,0,0,0,1,-7.77,0,0,1,-14.758,0,0,0,0,1,-5,6,0,1,6.2,144.35,134.02,-10.33,127.82,6.2,134.02,-10.33
26qqxpjj,18,0,18,1,-5,0,0,0,0,1,16.3,1,-2.5,1,-17.75,1,-0.5,0,0,1,-7,6,24,0,5,150.7,181.25,30.55,176.25,5,181.25,30.55
8fqgkizh,18,0,21,1,-5,1,-45,1,15.03,1,-4.5,1,15,1,-10.073,1,-0.5,0,0,1,-7,6,24,0,11.2,104.2,118.36,14.16,107.16,11.2,118.36,14.16
hb9e1b5f,18,0,15,1,-5,0,0,1,2.1,1,1.37,1,1.01,1,-2.968,1,-0.71,0,0,2,-21,2,14.4,1,5.4,15.2,24.8,9.6,19.4,5.4,24.8,9.6
0g7sv439,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,14.4,0,11.8,-80.27,-55.07,25.2,-66.87,11.8,-55.07,25.2
037gym6i,18,0,21,1,-5,0,0,1,0.6,1,1.06,1,16.5,1,-2.816,1,-1,0,0,3,-35,6,24,0,11.4,-6,24.74,30.74,13.34,11.4,24.74,30.74
1bfi45o2,18,0,21,1,-5,0,0,0,0,1,36,1,0,1,-27.991,1,-1,0,0,1,-7,6,24,1,6.6,227.91,274.52,46.61,267.92,6.6,274.52,46.61
1yc3rs1q,18,1,12,1,-5,0,0,0,0,1,-2,1,-40,1,-0.006,1,-1,0,0,2,-21,6,0,1,6,35.06,-16,-51.06,-22,6,-16,-51.06
u0fm0adl,18,0,27,1,-5,1,-46.816,0,0,1,-0.5,1,5,1,-10.3974,1,-1,0,0,1,-7,6,24,0,5,124.29,114.57,-9.72,109.57,5,114.57,-9.72
4qopg1ub,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,5.6,-66.68,-73.08,-6.4,-78.68,5.6,-73.08,-6.4
0mrw3gqi,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,2,4.8,1,6.4,-107.53,-101.33,6.2,-107.73,6.4,-101.33,6.2
idw6uw5h,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,0,6,1,6.2,-118.27,-131.07,-12.8,-137.27,6.2,-131.07,-12.8
ag8yu9h7,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,1,0,-73.69,-100.69,-27,-100.69,0,-100.69,-27
5kipyxnx,18,0,12,1,-5,0,0,0,0,1,1,1,30,1,-9.065,1,-1,0,0,1,-7,5,2.4,1,5.2,52.65,81.19,28.54,75.99,5.2,81.19,28.54
bieu6mpr,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,0,5,-15.2,-1.2,14,-6.2,5,-1.2,14
fh8ly4jj,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,19.2,1,0,-47.24,-79.04,-31.8,-79.04,0,-79.04,-31.8
tgyt0okw,19,0,15,1,-5,0,0,1,2.02,1,0.25,1,5,1,-2.751,1,-1,0,0,1,-7,6,16,0,5,10.24,37.76,27.52,32.76,5,37.76,27.52
xluifzfl,19,0,9,1,-5,0,0,0,0,1,5.1,1,-39,1,-0.09,1,-1,0,0,1,-7,6,0,0,5,30.8,-3,-33.8,-8,5,-3,-33.8
kpo7dpw7,19,0,30,2,-10,1,-56.32,1,69.62,1,22.89,1,-20,1,-46.059,1,-4.53,0,0,0,0,6,16,1,6,424.4,432,7.6,426,6,432,7.6
79qn2mgn,19,0,21,1,-5,1,-31.328,0,0,1,0.6,1,6,1,-10.4222,1,-1,0,0,2,-21,6,16,0,11.6,112.95,99.4,-13.55,87.8,11.6,99.4,-13.55
3rqszw2y,19,0,27,2,-10,0,0,0,0,1,-7.55,1,13,1,-15.647,0,0,0,0,1,-5,6,0,1,6.4,134.02,142.22,8.2,135.82,6.4,142.22,8.2
26qqxpjj,19,0,30,1,-5,0,0,0,0,1,10,1,7.5,1,-22.375,1,-0.38,0,0,3,-35,6,16,1,0,181.25,182,0.75,182,0,182,0.75
8fqgkizh,19,0,27,1,-5,1,-16.599,0,0,1,2.5,1,0,1,-12.6261,1,-0.5,0,0,2,-21,6,0,1,0,118.36,92.13,-26.23,92.13,0,92.13,-26.23
hb9e1b5f,19,0,18,1,-5,1,-11.26,1,15.92,1,-2.12,1,0,1,-4.034,1,-0.31,0,0,1,-7,5,1.2,1,5.8,24.8,36,11.2,30.2,5.8,36,11.2
0g7sv439,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,2,2.4,0,5,-55.07,-96.67,-41.6,-101.67,5,-96.67,-41.6
037gym6i,19,0,18,1,-5,1,-0.66,1,13.72,1,2.54,1,-40,1,-1.334,0,0,0,0,3,-35,6,16,0,5,24.74,-1.99,-26.73,-6.99,5,-1.99,-26.73
1bfi45o2,19,0,24,1,-5,0,0,0,0,1,43.5,1,10,1,-34.702,1,-1,0,0,3,-35,6,0,1,6.4,274.52,282.72,8.2,276.32,6.4,282.72,8.2
1yc3rs1q,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,0,1,6.8,-16,-50.2,-34.2,-57,6.8,-50.2,-34.2
u0fm0adl,19,0,-30,1,-5,0,0,0,0,1,-0.5,1,-20,1,-5.907,1,-1,0,0,1,-7,6,16,0,5,114.57,66.16,-48.41,61.16,5,66.16,-48.41
4qopg1ub,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,1,6,-73.08,-31.08,42,-37.08,6,-31.08,42
0mrw3gqi,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,7.2,0,11.4,-101.33,-76.73,24.6,-88.13,11.4,-76.73,24.6
idw6uw5h,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,7,-131.07,-138.07,-7,-145.07,7,-138.07,-7
ag8yu9h7,19,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,1,5.8,-100.69,-67.89,32.8,-73.69,5.8,-67.89,32.8
5kipyxnx,19,0,24,2,-10,0,0,0,0,1,6,1,10,1,-11.119,1,-1,0,0,1,-5,5,1.2,1,5.2,81.19,100.47,19.28,95.27,5.2,100.47,19.28
bieu6mpr,19,0,12,1,-5,0,0,1,3.48,1,1.39,1,0,1,-1.067,1,-1,0,0,1,-7,5,1.2,0,5,-1.2,7.8,9,2.8,5,7.8,9
fh8ly4jj,19,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,1,6.2,-79.04,-98.84,-19.8,-105.04,6.2,-98.84,-19.8
tgyt0okw,20,0,0,1,-5,1,-2.22,1,4.58,1,1.5,1,0,1,-3.662,1,-1,0,0,1,-7,6,8,1,0,37.76,32.96,-4.8,32.96,0,32.96,-4.8
xluifzfl,20,0,18,0,0,0,0,0,0,1,-0.75,1,0,1,-1.425,1,-1,0,0,3,-50,6,0,1,0,-3,-38.17,-35.17,-38.17,0,-38.17,-35.17
kpo7dpw7,20,0,30,2,-10,1,-100,1,33.14,1,38.51,1,-11.5,1,-41.215,1,-3,0,0,3,-25,6,0,1,7,432,349.94,-82.06,342.94,7,349.94,-82.06
79qn2mgn,20,0,27,1,-5,0,0,0,0,1,0.6,1,3,1,-12.5,1,-1,0,0,3,-35,6,0,1,0,99.4,76.5,-22.9,76.5,0,76.5,-22.9
3rqszw2y,20,0,18,2,-10,0,0,0,0,1,15.02,1,0,1,-16.524,1,-0.72,0,0,1,-5,6,8,1,5.8,142.22,156.8,14.58,151,5.8,156.8,14.58
26qqxpjj,20,0,21,1,-5,0,0,0,0,1,29.7,1,-2.5,1,-22.52,1,-0.68,0,0,1,-7,6,8,1,6.6,182,209.6,27.6,203,6.6,209.6,27.6
8fqgkizh,20,0,30,1,-5,0,0,0,0,1,2.5,1,0,1,-11.963,1,-0.5,0,0,1,-7,6,0,1,6.2,92.13,106.37,14.24,100.17,6.2,106.37,14.24
hb9e1b5f,20,0,0,1,-5,0,0,0,0,1,1.55,1,-0.27,1,-3.228,1,-0.05,0,0,1,-7,6,0,1,6,36,28,-8,22,6,28,-8
0g7sv439,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,4.8,1,0,-96.67,-85.87,10.8,-85.87,0,-85.87,10.8
037gym6i,20,0,18,1,-5,0,0,0,0,1,1.65,1,6,1,-1.866,1,-1,0,0,3,-35,6,8,1,0,-1.99,-11.21,-9.22,-11.21,0,-11.21,-9.22
1bfi45o2,20,0,15,1,-5,0,0,0,0,1,14.5,1,-5,1,-30.222,1,-1,0,0,1,-7,0,2,1,6.8,282.72,272.8,-9.92,266,6.8,272.8,-9.92
1yc3rs1q,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,8,1,6.8,-50.2,-12.4,37.8,-19.2,6.8,-12.4,37.8
u0fm0adl,20,1,30,1,-5,0,0,0,0,1,1.5,1,5,1,-9.766,1,-1,0,0,0,0,6,0,1,0,66.16,86.89,20.73,86.89,0,86.89,20.73
4qopg1ub,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,6.4,-31.08,-27.68,3.4,-34.08,6.4,-27.68,3.4
0mrw3gqi,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,3,5,1,0,-76.73,-66.73,10,-66.73,0,-66.73,10
idw6uw5h,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,5.4,-138.07,-146.67,-8.6,-152.07,5.4,-146.67,-8.6
ag8yu9h7,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,4,6,1,6.4,-67.89,-101.49,-33.6,-107.89,6.4,-101.49,-33.6
5kipyxnx,20,0,-30,2,-10,0,0,0,0,1,3,1,-10,1,-5.347,1,-1,0,0,1,-5,6,0,1,6,100.47,48.12,-52.35,42.12,6,48.12,-52.35
bieu6mpr,20,0,12,1,-5,1,-3.828,0,0,1,1.5,1,0,1,-1.2472,1,-1,0,0,1,-7,4,6,1,0,7.8,9.22,1.42,9.22,0,9.22,1.42
fh8ly4jj,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,5,6.4,1,6.8,-98.84,-112.64,-13.8,-119.44,6.8,-112.64,-13.8
v3tqtmd8,1,0,12,1,-5,0,0,0,0,1,0.4,1,6,1,-1.34,1,-1,0,0,0,0,4,3,1,0,0,14.06,14.06,14.06,0,14.06,14.06
6ac48e1h,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,0,5,1,0,0,-19,-19,-19,0,-19,-19
tl39jvsk,1,0,12,1,-5,0,0,1,2.1,1,-0.3,1,3,1,-1.18,1,-0.52,0,0,1,-7,2,12,0,5,0,20.1,20.1,15.1,5,20.1,20.1
57n9cs6z,1,0,6,1,-5,0,0,1,0.6,0,0,0,0,1,-0.16,0,0,0,0,1,-7,4,3,0,5,0,2.44,2.44,-2.56,5,2.44,2.44
iuanzkch,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,12,0,5,0,8,8,3,5,8,8
z873r4vo,1,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,15,1,0,0,-36,-36,-36,0,-36,-36
hk4udpqv,1,0,6,1,-5,0,0,1,0.5,1,-0.05,1,1,1,-0.245,1,-0.21,0,0,3,-35,4,15,0,5,0,-13,-13,-18,5,-13,-13
9i73mzxn,1,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,15,1,0,0,-42,-42,-42,0,-42,-42
n26lbqa5,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,6,0,0,5,0,-70,-70,-75,5,-70,-70
jbfzncen,1,0,3,0,0,0,0,0,0,1,0.2,1,2,1,-0.52,1,-0.08,0,0,2,-30,2,12,1,0,0,-13.4,-13.4,-13.4,0,-13.4,-13.4
awima2e6,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,20,1,0,0,-14,-14,-14,0,-14,-14
0x4d1g7c,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4,0,5,0,-15,-15,-20,5,-15,-15
awof1evv,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,12.5,0,5,0,-24.5,-24.5,-29.5,5,-24.5,-24.5
nbmjj5a1,1,0,15,1,-5,0,0,0,0,1,-0.2,1,0,1,-0.98,1,-2,0,0,2,-21,1,9.5,1,0,0,-4.68,-4.68,-4.68,0,-4.68,-4.68
cdxl50hf,1,0,12,1,-5,0,0,1,3.5,1,-0.25,1,0,1,-1.025,0,0,0,0,2,-21,2,12,0,5,0,5.23,5.23,0.23,5,5.23,5.23
rfnis2ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,4,1,0,0,-12,-12,-12,0,-12,-12
fpeptlxo,1,0,6,1,-5,0,0,1,0.25,1,0.19,1,-0.72,1,-0.072,0,0,0,0,2,-21,5,2,0,5,0,-14,-14,-19,5,-14,-14
k93onftx,1,0,9,1,-5,0,0,1,2.4,1,0.45,1,-1.5,1,-0.535,0,0,0,0,3,-35,2,4,0,5,0,-21.18,-21.18,-26.18,5,-21.18,-21.18
8a4otv31,1,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,0,5,0,-6,-6,-11,5,-6,-6
kxq00qk5,1,0,3,0,0,0,0,1,1.8,1,0.4,1,0,1,-0.52,0,0,0,0,1,-15,6,0,0,5,0,-5.32,-5.32,-10.32,5,-5.32,-5.32
v3tqtmd8,2,0,15,1,-5,0,0,0,0,1,0.6,1,9,1,-3.366,1,-1,0,0,2,-21,4,12,1,7,14.06,27.29,13.23,20.29,7,27.29,13.23
6ac48e1h,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,0,4,0,11,-19,-13,6,-24,11,-13,6
tl39jvsk,2,0,9,1,-5,1,-2.31,1,4.36,1,1.5,1,0,1,-2.765,1,79,0,0,1,-7,3,10,1,0,20.1,106.89,86.79,106.89,0,106.89,86.79
57n9cs6z,2,0,18,1,-5,1,-0.66,0,0,1,0.3,1,4.5,1,-1.958,1,-2,0,0,1,-7,3,2.8,1,0,2.44,11.42,8.98,11.42,0,11.42,8.98
iuanzkch,2,0,-3,1,-5,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-7,2,9.6,1,0,8,1.6,-6.4,1.6,0,1.6,-6.4
z873r4vo,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,2.4,1,6,-36,-58.6,-22.6,-64.6,6,-58.6,-22.6
hk4udpqv,2,0,9,0,0,1,-0.35,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,1,0,-13,-39.35,-26.35,-39.35,0,-39.35,-26.35
9i73mzxn,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,2.8,0,11.2,-42,-46,-4,-57.2,11.2,-46,-4
n26lbqa5,2,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,0,-70,-106,-36,-106,0,-106,-36
jbfzncen,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,3,10,1,5.8,-13.4,-38.6,-25.2,-44.4,5.8,-38.6,-25.2
awima2e6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,12.8,0,11.6,-14,-2.6,11.4,-14.2,11.6,-2.6,11.4
0x4d1g7c,2,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,16,1,0,-15,-73,-58,-73,0,-73,-58
awof1evv,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,4,12,0,5,-24.5,-18.5,6,-23.5,5,-18.5,6
nbmjj5a1,2,0,6,0,0,0,0,0,0,1,0.05,1,-0.5,1,-0.087,1,-1,0,0,0,0,3,2.8,1,6.4,-4.68,8.2,12.88,1.8,6.4,8.2,12.88
cdxl50hf,2,0,21,1,-5,1,-3.85,1,8.69,1,1.5,1,5,1,-3.257,1,-1,0,0,2,-21,2,9.6,0,5,5.23,21.91,16.68,16.91,5,21.91,16.68
rfnis2ed,2,0,15,0,0,0,0,1,1.8,1,0.18,1,1.47,1,-0.645,1,-1,0,0,2,-30,6,0,1,6.6,-12,-18.59,-6.59,-25.19,6.6,-18.59,-6.59
fpeptlxo,2,0,9,0,0,1,-0.275,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,5,1.6,1,5,-14,-59.68,-45.68,-64.68,5,-59.68,-45.68
k93onftx,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,1,7.6,0,5,-21.18,-32.58,-11.4,-37.58,5,-32.58,-11.4
8a4otv31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,0,-6,-21,-15,-21,0,-21,-15
kxq00qk5,2,0,9,0,0,0,0,0,0,1,0.45,1,-1,1,-0.313,1,-1,0,0,0,0,4,2.4,1,0,-5.32,4.22,9.54,4.22,0,4.22,9.54
v3tqtmd8,3,0,18,1,-5,0,0,0,0,1,0.9,1,0,1,-4.119,1,-1,0,0,1,-7,4,18,1,6.6,27.29,53.67,26.38,47.07,6.6,53.67,26.38
6ac48e1h,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,5,2.4,0,5,-13,-36.6,-23.6,-41.6,5,-36.6,-23.6
tl39jvsk,3,0,15,1,-5,1,-4.796,0,0,1,4,1,30,1,-14.6094,1,-1,0,0,1,-7,4,18,1,5.8,106.89,147.28,40.39,141.48,5.8,147.28,40.39
57n9cs6z,3,0,9,1,-5,0,0,0,0,1,0.45,1,0,1,-1.587,1,-2,0,0,1,-7,3,15,1,6.2,11.42,26.48,15.06,20.28,6.2,26.48,15.06
iuanzkch,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,4.2,0,11.6,1.6,-6.6,-8.2,-18.2,11.6,-6.6,-8.2
z873r4vo,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,5.6,-58.6,-59,-0.4,-64.6,5.6,-59,-0.4
hk4udpqv,3,0,3,0,0,1,-0.22,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,0,11.2,-39.35,-41.37,-2.02,-52.57,11.2,-41.37,-2.02
9i73mzxn,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,5,-46,-92,-46,-97,5,-92,-46
n26lbqa5,3,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,24,1,5.6,-106,-138.4,-32.4,-144,5.6,-138.4,-32.4
jbfzncen,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,5,2.4,1,6.8,-38.6,-18.4,20.2,-25.2,6.8,-18.4,20.2
awima2e6,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,24,0,5,-2.6,-29.6,-27,-34.6,5,-29.6,-27
0x4d1g7c,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,7,-73,-102,-29,-109,7,-102,-29
awof1evv,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,19.2,0,5,-18.5,-9.3,9.2,-14.3,5,-9.3,9.2
nbmjj5a1,3,0,15,1,-5,0,0,0,0,1,0.4,1,4.3,1,-2.29,1,-5,0,0,1,-7,5,2.4,1,6.4,8.2,17.41,9.21,11.01,6.4,17.41,9.21
cdxl50hf,3,0,3,1,-5,1,-9.559,1,6.21,1,1,1,0,1,-1.7561,1,-1,0,0,3,-35,2,14.4,1,0,21.91,-5.8,-27.71,-5.8,0,-5.8,-27.71
rfnis2ed,3,0,15,0,0,1,-0.98,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,14.4,1,6.8,-18.59,-19.37,-0.78,-26.17,6.8,-19.37,-0.78
fpeptlxo,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,2.4,1,0,-59.68,-85.28,-25.6,-85.28,0,-85.28,-25.6
k93onftx,3,0,15,0,0,1,-0.9,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,1,11.4,0,5,-32.58,-28.08,4.5,-33.08,5,-28.08,4.5
8a4otv31,3,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,7,-21,-50,-29,-57,7,-50,-29
kxq00qk5,3,0,3,0,0,0,0,1,0.84,1,1.2,1,4.5,1,-1.376,1,-1,0,0,2,-30,6,24,1,6.8,4.22,12.18,7.96,5.38,6.8,12.18,7.96
v3tqtmd8,4,0,24,1,-5,0,0,0,0,1,1,1,19.5,1,-9.317,1,-1,0,0,0,0,6,0,1,7,53.67,89.85,36.18,82.85,7,89.85,36.18
6ac48e1h,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,0,3,0,5,-36.6,-50.6,-14,-55.6,5,-50.6,-14
tl39jvsk,4,0,12,1,-5,0,0,0,0,1,2.5,1,0,1,-15.678,1,-0.1,0,0,1,-7,6,0,0,11.4,147.28,145.4,-1.88,134,11.4,145.4,-1.88
57n9cs6z,4,0,0,1,-5,0,0,0,0,1,0.5,1,6,1,-2.798,1,-2,0,0,1,-7,3,7.5,1,5.6,26.48,29.28,2.8,23.68,5.6,29.28,2.8
iuanzkch,4,0,9,0,0,1,0,1,0.48,1,0.29,1,-2,1,-0.117,1,-1,0,0,0,0,5,9.6,0,5,-6.6,14.65,21.25,9.65,5,14.65,21.25
z873r4vo,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,5.6,-59,-62.4,-3.4,-68,5.6,-62.4,-3.4
hk4udpqv,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,0,5,-41.37,-6.37,35,-11.37,5,-6.37,35
9i73mzxn,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,0,3,0,5,-92,-85,7,-90,5,-85,7
n26lbqa5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,1,5.4,-138.4,-145,-6.6,-150.4,5.4,-145,-6.6
jbfzncen,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,1.8,1,6.4,-18.4,-32.2,-13.8,-38.6,6.4,-32.2,-13.8
