code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit,cash_before_patience,patience_profit,realend,realprofit
bieu6mpr,9,0,12,1,-5,0,0,0,0,1,2,1,-15,1,-6.792,1,-1,0,0,2,-21,2,7.2,0,5,73.92,51.33,-22.59,46.33,5,51.33,-22.59
fh8ly4jj,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,6.6,-118.31,-108.71,9.6,-115.31,6.6,-108.71,9.6
tgyt0okw,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,8,1,0,-158,10,168,-168,0,-168,-10
xluifzfl,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,-233,10,243,-279,0,-279,-46
kpo7dpw7,10,0,30,2,-10,1,-87,1,80.38,1,42.06,1,-61,1,-26.144,1,-5.3,0,0,3,-25,6,0,1,5.6,267,210.6,-56.4,205,5.6,210.6,-56.4
79qn2mgn,10,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,0,1,0,-117.81,10,127.81,-149.81,0,-149.81,-32
3rqszw2y,10,0,24,2,-10,0,0,0,0,1,-3.27,1,-1.08,1,-6.108,0,0,0,0,2,-15,6,0,0,10.8,51.43,50.77,-0.66,39.97,10.8,50.77,-0.66
26qqxpjj,10,0,30,1,-5,0,0,1,6.27,1,-4.74,1,-20,1,-6.998,1,-0.5,0,0,1,-7,6,8,0,4,63.45,67.48,4.03,63.48,4,67.48,4.03
8fqgkizh,10,0,24,1,-5,1,-18.61,1,24.11,1,10.5,1,-5,1,-7.783,1,-0.5,0,0,1,-7,2,4.8,1,0,47.83,66.35,18.52,67.35,0,67.35,19.52
hb9e1b5f,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,6.4,1,0,-149.4,10,159.4,-164,0,-164,-14.6
0g7sv439,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,3.8,1,0,-135.11,10,145.11,-120.31,0,-120.31,14.8
037gym6i,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,0,-78.97,10,88.97,-134.97,0,-134.97,-56
1bfi45o2,10,0,24,1,-5,0,0,0,0,1,7.44,1,0,1,-10.707,1,-1,0,0,1,-7,0,2,1,5.2,80.63,95.56,14.93,90.36,5.2,95.56,14.93
1yc3rs1q,10,0,30,2,-10,1,-1.98,1,1.25,1,0.75,1,2.5,1,-0.868,1,-1,0,0,1,-5,6,8,0,5,-13.84,14.81,28.65,9.81,5,14.81,28.65
u0fm0adl,10,0,18,1,-5,1,-60,1,10.78,1,2.6,1,25,1,-17.934,1,-1,0,0,1,-7,6,8,0,4,187.96,165.41,-22.55,161.41,4,165.41,-22.55
4qopg1ub,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,0,1,0,-168.57,10,178.57,-215.57,0,-215.57,-47
0mrw3gqi,10,0,-3,1,-5,1,-1.99,1,0.61,1,-0.15,1,6,1,-3.703,1,-1,0,0,1,-7,5,6.4,0,4,40.56,35.73,-4.83,31.73,4,35.73,-4.83
idw6uw5h,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,3,1.4,1,0,-180.2,10,190.2,-198.8,0,-198.8,-18.6
ag8yu9h7,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,5,6.4,1,0,-102.5,10,112.5,-119.1,0,-119.1,-16.6
5kipyxnx,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,6,0,1,0,-59.8,10,69.8,-84.8,0,-84.8,-25
bieu6mpr,10,0,15,1,-5,0,0,0,0,1,-1,1,0,1,-6.033,1,-1,0,0,1,-7,2,4.8,1,5,51.33,56.1,4.77,51.1,5,56.1,4.77
fh8ly4jj,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,6.4,1,0,-108.71,10,118.71,-109.31,0,-109.31,-0.6
tgyt0okw,11,0,6,1,-5,0,0,1,1.1,1,0.6,1,0,1,-1.27,1,-1,0,0,2,-21,6,20,0,5,10,14.43,4.43,9.43,5,14.43,4.43
xluifzfl,11,0,9,0,0,0,0,1,11.4,1,4.56,1,34.6,1,-6.956,1,-1,0,0,0,0,6,0,1,5.8,10,67.4,57.4,61.6,5.8,67.4,57.4
kpo7dpw7,11,0,30,2,-10,1,-15.65,0,0,1,32.24,1,23.6,1,-27.079,1,-10,0,0,0,0,6,20,1,7,210.6,260.71,50.11,253.71,7,260.71,50.11
79qn2mgn,11,0,12,1,-5,0,0,1,10.2,1,0.5,1,7.5,1,-3.52,1,-1,0,0,1,-7,5,16,0,5,10,44.68,34.68,39.68,5,44.68,34.68
3rqszw2y,11,0,18,1,-5,0,0,0,0,1,6.38,0,0,1,-7.015,1,-0.5,0,0,2,-21,6,20,1,0,50.77,61.64,10.87,61.64,0,61.64,10.87
26qqxpjj,11,0,21,1,-5,0,0,0,0,1,-4.17,1,-10,1,-6.931,1,-0.5,0,0,1,-7,6,20,0,5,67.48,79.88,12.4,74.88,5,79.88,12.4
8fqgkizh,11,0,15,1,-5,1,-26.52,1,29.9,1,7.9,1,-5,1,-8.263,1,-0.5,0,0,2,-21,6,0,1,6.4,66.35,59.27,-7.08,52.87,6.4,59.27,-7.08
hb9e1b5f,11,0,9,1,-5,0,0,1,8.4,1,-1,1,5.4,1,-2.68,1,-0.12,0,0,1,-7,6,20,1,5.6,10,42.6,32.6,37,5.6,42.6,32.6
0g7sv439,11,0,6,1,-5,1,0,1,0.11,1,0.15,1,-1,1,-1.026,1,-1,0,0,3,-35,1,9.5,1,6.8,10,-10.47,-20.47,-17.27,6.8,-10.47,-20.47
037gym6i,11,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,20,1,6,10,-25,-35,-31,6,-25,-35
1bfi45o2,11,0,15,1,-5,0,0,0,0,1,-2.5,1,-15,1,-8.806,1,-1,0,0,1,-7,6,0,1,6.4,95.56,77.65,-17.91,71.25,6.4,77.65,-17.91
1yc3rs1q,11,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6,14.81,-25.19,-40,-31.19,6,-25.19,-40
u0fm0adl,11,0,24,1,-5,1,-32.59,1,36.55,1,9,1,-25,1,-17.237,1,-1,0,0,2,-21,6,20,0,5,165.41,158.13,-7.28,153.13,5,158.13,-7.28
4qopg1ub,11,0,12,1,-5,0,0,1,10.2,1,1.36,1,-28.56,0,0,1,-1,2,-10,1,-7,6,0,1,0,10,-18,-28,-18,0,-18,-28
0mrw3gqi,11,0,0,1,-5,1,-0.67,1,0.6,1,0.4,1,-2.5,1,-2.856,1,-1,0,0,1,-7,4,3,1,0,35.73,20.7,-15.03,20.7,0,20.7,-15.03
idw6uw5h,11,0,3,1,-5,0,0,0,0,1,0.3,1,3,1,-1.13,0,0,0,0,1,-7,0,5,0,5,10,13.17,3.17,8.17,5,13.17,3.17
ag8yu9h7,11,0,15,1,-5,0,0,1,2,1,2.25,1,2,1,-2.625,0,0,0,0,2,-21,6,0,0,12,10,14.63,4.63,2.63,12,14.63,4.63
5kipyxnx,11,0,15,1,-5,0,0,1,12,1,0.5,1,0,1,-3.25,0,0,0,0,1,-7,5,16,1,6.2,10,44.45,34.45,38.25,6.2,44.45,34.45
bieu6mpr,11,0,6,1,-5,0,0,0,0,1,0.5,1,10,1,-6.76,1,-1,0,0,1,-7,2,4,0,5,56.1,61.84,5.74,56.84,5,61.84,5.74
fh8ly4jj,11,0,6,1,-5,0,0,1,3.3,1,-0.25,1,-2,1,-1.205,1,-0.2,0,0,1,-7,3,3.5,1,5.6,10,12.75,2.75,7.15,5.6,12.75,2.75
tgyt0okw,12,0,6,1,-5,1,-1.21,1,1.99,1,0.5,1,0,1,-1.671,1,-1,0,0,2,-21,6,0,0,5,14.43,-1.96,-16.39,-6.96,5,-1.96,-16.39
xluifzfl,12,0,12,2,-10,1,-12.54,1,34.12,1,4.5,1,-94,1,-0.148,1,-1,0,0,3,-25,6,16,1,7,67.4,-3,-70.4,-10,7,-3,-70.4
kpo7dpw7,12,0,27,2,-10,1,-77.71,1,33.54,1,35.03,1,-24.28,1,-24.429,1,-5.86,0,0,0,0,6,0,1,6.6,260.71,220.6,-40.11,214,6.6,220.6,-40.11
79qn2mgn,12,0,9,1,-5,1,-11.22,1,22.48,1,0.75,1,-4,1,-5.669,1,-1,0,0,0,0,6,0,1,0,44.68,50.02,5.34,50.02,0,50.02,5.34
3rqszw2y,12,0,12,2,-10,0,0,0,0,1,9.55,0,0,1,-7.319,0,0,0,0,0,0,6,0,1,6.6,61.64,72.47,10.83,65.87,6.6,72.47,10.83
26qqxpjj,12,0,24,1,-5,1,-20,1,5.59,1,12.67,1,5,1,-10.214,1,-0.5,0,0,2,-21,6,0,1,0,79.88,70.43,-9.45,70.43,0,70.43,-9.45
8fqgkizh,12,0,-30,0,0,1,-10,0,0,1,0.95,1,-10,1,-1.022,1,-1,0,0,0,0,1,3.6,1,6.4,59.27,18.2,-41.07,11.8,6.4,18.2,-41.07
hb9e1b5f,12,0,-3,2,-10,0,0,1,2.98,1,1.63,1,-14.21,1,-2,1,-1,0,0,0,0,6,16,1,5.4,42.6,38.4,-4.2,33,5.4,38.4,-4.2
0g7sv439,12,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,1,7.6,1,6,-10.47,-67.87,-57.4,-73.87,6,-67.87,-57.4
037gym6i,12,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,16,1,6.4,-25,-58.6,-33.6,-65,6.4,-58.6,-33.6
1bfi45o2,12,0,27,1,-5,0,0,0,0,1,8,1,5,1,-11.265,1,-1,0,0,1,-7,6,16,1,6.4,77.65,115.79,38.14,109.39,6.4,115.79,38.14
1yc3rs1q,12,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,0,11.4,-25.19,4.21,29.4,-7.19,11.4,4.21,29.4
u0fm0adl,12,0,27,1,-5,1,-43.21,1,32.08,1,-1.5,1,-30,1,-13.75,1,-1,0,0,0,0,6,16,0,5,158.13,143.75,-14.38,138.75,5,143.75,-14.38
4qopg1ub,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,5.2,-18,-12.8,5.2,-18,5.2,-12.8,5.2
0mrw3gqi,12,0,0,1,-5,1,-0.66,1,0.3,1,0.5,1,0,1,-1.584,1,-1,0,0,0,0,2,3.2,0,11.6,20.7,28.06,7.36,16.46,11.6,28.06,7.36
idw6uw5h,12,0,-3,1,-5,0,0,0,0,1,0.15,1,0,1,-0.532,0,0,0,0,1,-7,0,4,0,5,13.17,6.79,-6.38,1.79,5,6.79,-6.38
ag8yu9h7,12,0,15,1,-5,1,-2,1,3.36,1,2,1,0,1,-2.799,0,0,0,0,1,-7,5,1.6,0,5,14.63,24.79,10.16,19.79,5,24.79,10.16
5kipyxnx,12,0,12,1,-5,1,-3.2,0,0,1,-0.5,1,15,1,-6.275,1,-1,0,0,1,-7,2,3.2,1,5.8,44.45,57.48,13.03,51.68,5.8,57.48,13.03
bieu6mpr,12,0,9,1,-5,0,0,0,0,1,1.5,1,5,1,-7.234,1,-1,0,0,1,-7,2,9.6,1,0,61.84,66.71,4.87,66.71,0,66.71,4.87
fh8ly4jj,12,0,12,1,-5,1,-3.63,1,0.81,1,0.75,1,3,1,-2.068,1,-0.2,0,0,1,-7,2,3.2,1,6.4,12.75,21.01,8.26,14.61,6.4,21.01,8.26
tgyt0okw,13,0,3,0,0,1,-1,0,0,1,0,1,-0.02,1,-0.002,0,0,0,0,1,-15,6,24,0,5,-1.96,14.02,15.98,9.02,5,14.02,15.98
xluifzfl,13,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,0,11.8,-3,-18.2,-15.2,-30,11.8,-18.2,-15.2
kpo7dpw7,13,0,30,2,-10,1,-40.6,1,50.46,1,37.57,1,44,1,-33.203,1,-8.83,0,0,1,-5,6,24,1,6.4,220.6,315.4,94.8,309,6.4,315.4,94.8
79qn2mgn,13,0,9,1,-5,1,-24.728,1,17.57,1,0.75,1,2.5,1,-5.0112,1,-1,0,0,0,0,6,0,0,11.8,50.02,55.9,5.88,44.1,11.8,55.9,5.88
3rqszw2y,13,0,18,2,-10,0,0,0,0,1,8.05,1,0,1,-8.852,1,-0.67,0,0,0,0,6,0,1,6.2,72.47,85.2,12.73,79,6.2,85.2,12.73
26qqxpjj,13,0,30,1,-5,1,-10,1,12.8,1,4.9,1,0,1,-10.313,1,-0.5,0,0,2,-21,6,24,1,7,70.43,102.32,31.89,95.32,7,102.32,31.89
8fqgkizh,13,1,27,0,0,1,-25.179,1,12.01,1,3.2,1,5,1,-4.0231,1,-0.5,0,0,1,-15,6,24,1,6.4,18.2,51.11,32.91,44.71,6.4,51.11,32.91
hb9e1b5f,13,0,15,2,-10,0,0,1,4.54,1,4.79,1,2.73,1,-5.546,1,-0.91,0,0,1,-5,1,5.4,1,6.6,38.4,56,17.6,49.4,6.6,56,17.6
0g7sv439,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,5.4,0,11.6,-67.87,-39.87,28,-51.47,11.6,-39.87,28
037gym6i,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,6,-58.6,-52.6,6,-58.6,6,-52.6,6
1bfi45o2,13,0,30,1,-5,0,0,0,0,1,21,1,10,1,-17.179,1,-1,0,0,1,-7,6,24,1,6.2,115.79,176.81,61.02,170.61,6.2,176.81,61.02
1yc3rs1q,13,0,30,1,-5,1,-1.67,1,16.52,1,3,1,10,1,-5.706,1,-1,0,0,1,-7,6,24,0,5,4.21,72.35,68.14,67.35,5,72.35,68.14
u0fm0adl,13,0,27,1,-5,1,-38.29,1,28.48,1,0.5,1,0,1,-15.644,1,-1,0,0,3,-35,6,24,0,5,143.75,133.8,-9.95,128.8,5,133.8,-9.95
4qopg1ub,13,0,15,0,0,0,0,0,0,1,0.22,1,0,1,-0.242,1,-1,0,0,0,0,5,2.4,1,6.2,-12.8,9.78,22.58,3.58,6.2,9.78,22.58
0mrw3gqi,13,0,3,1,-5,1,-0.33,1,0.77,1,0.4,1,2,1,-2.89,1,-1,0,0,2,-21,3,15,0,5,28.06,24.01,-4.05,19.01,5,24.01,-4.05
idw6uw5h,13,0,12,1,-5,0,0,1,0.69,1,1.5,1,7.5,1,-2.348,0,0,0,0,1,-7,3,4.2,0,5,6.79,23.33,16.54,18.33,5,23.33,16.54
ag8yu9h7,13,0,15,1,-5,1,-3.916,1,6.17,1,3.75,1,0,1,-4.0794,0,0,0,0,2,-21,3,4.2,1,0,24.79,19.91,-4.88,19.91,0,19.91,-4.88
5kipyxnx,13,0,21,1,-5,1,-11,0,0,1,-1.5,0,0,1,-6.098,1,-1,0,0,0,0,5,19.2,1,6.8,57.48,79.88,22.4,73.08,6.8,79.88,22.4
bieu6mpr,13,0,18,1,-5,0,0,0,0,1,2,1,10,1,-9.171,1,-1,0,0,3,-35,2,4.8,0,11.8,66.71,63.14,-3.57,51.34,11.8,63.14,-3.57
fh8ly4jj,13,0,9,1,-5,1,-0.89,1,2.41,1,0.25,1,6,1,-3.278,1,-0.2,0,0,3,-35,1,5.4,0,10.2,21.01,9.9,-11.11,-0.3,10.2,9.9,-11.11
tgyt0okw,14,0,0,1,-5,1,-1.309,1,0.54,1,-0.2,1,-4,1,-0.4051,0,0,0,0,3,-35,6,16,0,5,14.02,-10.35,-24.37,-15.35,5,-10.35,-24.37
xluifzfl,14,1,24,0,0,0,0,0,0,1,0.75,1,9,1,-1.555,1,-1,0,0,1,-15,6,0,0,5,-18.2,3,21.2,-2,5,3,21.2
kpo7dpw7,14,0,30,2,-10,1,-35.4,1,48.98,1,17.45,1,-17.5,1,-34.893,1,-4.04,0,0,0,0,6,0,1,6.6,315.4,316.6,1.2,310,6.6,316.6,1.2
79qn2mgn,14,0,12,1,-5,1,-19.327,1,26.14,1,3,1,0,1,-7.2713,1,-1,0,0,1,-7,6,0,0,5,55.9,62.44,6.54,57.44,5,62.44,6.54
3rqszw2y,14,0,15,2,-10,0,0,0,0,1,9.02,0,0,1,-9.922,1,-0.3,0,0,0,0,6,16,0,11.8,85.2,116.8,31.6,105,11.8,116.8,31.6
26qqxpjj,14,0,27,1,-5,1,-20,0,0,1,15.6,1,10,1,-12.992,1,-0.5,0,0,2,-21,6,16,0,11.6,102.32,123.03,20.71,111.43,11.6,123.03,20.71
8fqgkizh,14,0,24,1,-5,1,-13.21,1,28.45,1,1.5,1,0,1,-8.685,1,-0.5,0,0,3,-35,6,16,1,6.2,51.11,64.87,13.76,58.67,6.2,64.87,13.76
hb9e1b5f,14,0,-30,1,-5,0,0,0,0,1,2.1,1,11.55,1,-3.465,1,-1.19,0,0,0,0,6,0,1,5.6,56,35.6,-20.4,30,5.6,35.6,-20.4
0g7sv439,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,2.1,1,0,-39.87,-40.77,-0.9,-40.77,0,-40.77,-0.9
037gym6i,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,0,1,5.2,-52.6,-43.4,9.2,-48.6,5.2,-43.4,9.2
1bfi45o2,14,0,12,1,-5,0,0,0,0,1,22.5,1,24.47,1,-23.078,1,-1,0,0,1,-7,6,0,1,7,176.81,206.7,29.89,199.7,7,206.7,29.89
1yc3rs1q,14,0,24,1,-5,1,-18.17,0,0,1,2.5,1,50,1,-12.568,1,-1,0,0,3,-35,6,0,0,5,72.35,82.11,9.76,77.11,5,82.11,9.76
u0fm0adl,14,0,24,1,-5,1,-34.33,1,23.08,1,-0.5,1,-10,1,-13.105,1,-1,0,0,2,-21,6,0,0,5,133.8,100.95,-32.85,95.95,5,100.95,-32.85
4qopg1ub,14,0,6,1,-5,0,0,0,0,1,-0.4,1,-8,1,-0.238,1,-1,0,0,3,-35,5,1.2,1,5.2,9.78,-27.46,-37.24,-32.66,5.2,-27.46,-37.24
0mrw3gqi,14,0,6,1,-5,1,-0.847,1,0.72,1,-0.15,1,-5,1,-1.9733,1,-1,0,0,3,-35,4,9,1,0,24.01,-9.24,-33.25,-9.24,0,-9.24,-33.25
idw6uw5h,14,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,23.33,-22.67,-46,-22.67,0,-22.67,-46
ag8yu9h7,14,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,1,6.6,19.91,-38.49,-58.4,-45.09,6.6,-38.49,-58.4
5kipyxnx,14,0,12,1,-5,0,0,0,0,1,-1.5,1,15,1,-10.038,0,0,0,0,0,0,3,7.5,1,6.4,79.88,104.24,24.36,97.84,6.4,104.24,24.36
bieu6mpr,14,0,15,1,-5,0,0,0,0,1,-0.75,1,-5,1,-6.739,1,-1,0,0,1,-7,2,2.4,0,5,63.14,60.05,-3.09,55.05,5,60.05,-3.09
fh8ly4jj,14,0,15,1,-5,1,-2.65,1,5.17,1,-0.2,1,1.5,1,-2.372,1,-0.2,0,0,3,-35,3,7.5,0,5,9.9,-1.35,-11.25,-6.35,5,-1.35,-11.25
tgyt0okw,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,8,0,5,-10.35,-7.35,3,-12.35,5,-7.35,3
xluifzfl,15,0,3,0,0,0,0,0,0,1,0.9,1,10.35,1,-1.725,1,-1,0,0,2,-30,6,0,1,0,3,-15.47,-18.47,-15.47,0,-15.47,-18.47
kpo7dpw7,15,0,30,2,-10,1,-74,1,44.42,1,30.7,1,0,1,-33.772,1,-3.95,0,0,1,-5,6,0,1,5.8,316.6,300.8,-15.8,295,5.8,300.8,-15.8
79qn2mgn,15,0,-30,1,-5,0,0,0,0,1,0.2,1,-3,1,-2.464,1,-1,0,0,0,0,6,0,1,0,62.44,21.18,-41.26,21.18,0,21.18,-41.26
3rqszw2y,15,0,12,2,-10,0,0,0,0,1,11.88,1,1.02,1,-13.17,1,-0.53,0,0,1,-5,6,8,1,0,116.8,121,4.2,121,0,121,4.2
26qqxpjj,15,0,24,1,-5,1,-19.415,0,0,1,6.13,1,6,1,-13.4745,1,-0.5,0,0,1,-7,6,0,1,0,123.03,113.77,-9.26,113.77,0,113.77,-9.26
8fqgkizh,15,0,21,1,-5,1,-31.295,1,29.74,1,-3.95,1,-5,1,-7.0365,1,-0.5,0,0,2,-21,5,6.4,1,7,64.87,55.22,-9.65,48.22,7,55.22,-9.65
hb9e1b5f,15,1,15,2,-10,1,-21.758,1,11.3,1,3.01,1,-1.57,1,-3.1582,1,-0.42,0,0,3,-25,2,4.8,0,11.8,35.6,19.6,-16,7.8,11.8,19.6,-16
0g7sv439,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,1,3.8,1,6.8,-40.77,-79.17,-38.4,-85.97,6.8,-79.17,-38.4
037gym6i,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,8,1,6.4,-43.4,-35,8.4,-41.4,6.4,-35,8.4
1bfi45o2,15,0,15,1,-5,0,0,0,0,1,10,1,-8.35,1,-21.835,1,-1,0,0,1,-7,0,2,1,5.4,206.7,195.92,-10.78,190.52,5.4,195.92,-10.78
1yc3rs1q,15,0,15,1,-5,0,0,0,0,1,2.5,1,0,1,-9.461,1,-1,0,0,1,-7,6,8,1,0,82.11,85.15,3.04,85.15,0,85.15,3.04
u0fm0adl,15,0,24,1,-5,1,-28.39,1,6.94,1,1.5,1,-10,1,-9,1,-1,0,0,1,-7,6,8,0,5,100.95,86,-14.95,81,5,86,-14.95
4qopg1ub,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,5,0.8,1,7,-27.46,-19.66,7.8,-26.66,7,-19.66,7.8
0mrw3gqi,15,0,3,0,0,1,-0.792,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,1.2,0,11.2,-9.24,-15.63,-6.39,-26.83,11.2,-15.63,-6.39
idw6uw5h,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,0,11.4,-22.67,-11.27,11.4,-22.67,11.4,-11.27,11.4
ag8yu9h7,15,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,8,0,11.6,-38.49,-74.89,-36.4,-86.49,11.6,-74.89,-36.4
5kipyxnx,15,0,9,1,-5,0,0,0,0,1,3,0,0,1,-11.124,1,-1,0,0,3,-35,2,1.6,1,7,104.24,72.72,-31.52,65.72,7,72.72,-31.52
bieu6mpr,15,0,-30,1,-5,0,0,0,0,1,1,1,15,1,-4.105,1,-1,0,0,2,-21,5,0.8,0,5,60.05,20.75,-39.3,15.75,5,20.75,-39.3
fh8ly4jj,15,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,6,0,5,-1.35,-51.35,-50,-56.35,5,-51.35,-50
tgyt0okw,16,0,6,0,0,1,-0.649,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,5,-7.35,7,14.35,2,5,7,14.35
xluifzfl,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,0,11.8,-15.47,30.33,45.8,18.53,11.8,30.33,45.8
kpo7dpw7,16,0,30,2,-10,1,-53.4,1,56.85,1,48.64,1,-21.44,1,-35.145,1,-6.31,0,0,1,-5,6,20,1,6,300.8,331,30.2,325,6,331,30.2
79qn2mgn,16,1,18,1,-5,1,-20,0,0,1,0.45,1,1.5,1,-1.613,1,-1,0,0,0,0,5,2,1,6.8,21.18,22.32,1.14,15.52,6.8,22.32,1.14
3rqszw2y,16,0,12,2,-10,0,0,0,0,1,18.45,1,-5.72,1,-13.573,1,-0.16,0,0,2,-15,6,20,1,6.8,121,133.8,12.8,127,6.8,133.8,12.8
26qqxpjj,16,0,24,1,-5,0,0,0,0,1,6.5,1,9,1,-14.827,1,-0.5,0,0,1,-7,6,0,0,12,113.77,137.94,24.17,125.94,12,137.94,24.17
8fqgkizh,16,0,18,1,-5,1,-32.71,1,21.31,1,8.4,1,5,1,-7.022,1,-0.5,0,0,0,0,6,0,1,7,55.22,69.7,14.48,62.7,7,69.7,14.48
hb9e1b5f,16,0,6,1,-5,0,0,0,0,1,3.09,1,1.85,1,-2.554,1,-0.99,0,0,2,-21,2,4,0,5,19.6,10,-9.6,5,5,10,-9.6
0g7sv439,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,3,12.5,1,6.2,-79.17,-54.47,24.7,-60.67,6.2,-54.47,24.7
037gym6i,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,7,-35,-31,4,-38,7,-31,4
1bfi45o2,16,0,24,1,-5,0,0,0,0,1,10,1,-5,1,-21.992,1,-1,0,0,0,0,6,0,1,6.8,195.92,203.73,7.81,196.93,6.8,203.73,7.81
1yc3rs1q,16,0,21,1,-5,0,0,0,0,1,2.5,1,0,1,-10.365,1,-1,0,0,2,-21,6,0,1,6,85.15,77.29,-7.86,71.29,6,77.29,-7.86
u0fm0adl,16,0,12,1,-5,1,-20.63,1,11.42,1,1.5,1,-10,1,-7.529,1,-1,0,0,1,-7,6,20,1,5,86,84.76,-1.24,79.76,5,84.76,-1.24
4qopg1ub,16,0,-30,0,0,1,-16.42,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.2,-19.66,-75.88,-56.22,-82.08,6.2,-75.88,-56.22
0mrw3gqi,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,3.5,0,5,-15.63,-43.13,-27.5,-48.13,5,-43.13,-27.5
idw6uw5h,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,6,0,0,5,-11.27,-67.27,-56,-72.27,5,-67.27,-56
ag8yu9h7,16,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,0,-74.89,-81.89,-7,-81.89,0,-81.89,-7
5kipyxnx,16,0,18,1,-5,0,0,0,0,1,-2.5,1,-10,1,-7.322,1,-1,0,0,2,-21,6,0,1,6.6,72.72,50.5,-22.22,43.9,6.6,50.5,-22.22
bieu6mpr,16,1,9,1,-5,0,0,0,0,1,-1,1,5,1,-2.875,1,-1,0,0,1,-7,3,12.5,0,5,20.75,35.38,14.63,30.38,5,35.38,14.63
fh8ly4jj,16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,16,1,0,-51.35,-47.35,4,-47.35,0,-47.35,4
tgyt0okw,17,0,15,1,-5,0,0,1,1.7,1,-0.25,1,5,1,-2.345,0,0,0,0,2,-21,6,0,0,5,7,5.11,-1.89,0.11,5,5.11,-1.89
xluifzfl,17,0,30,1,-5,0,0,0,0,1,2.75,1,-58,1,-0.008,1,-1,0,0,0,0,6,0,0,5,30.33,4,-26.33,-1,5,4,-26.33
