code,work,1,11,2,21,3,31,4,41,5,51,6,61,7,71,8,81,9,91,10,risk,biao
8yww2xfk,0,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,0,-3,2,-19,0,-32,-32,5,1
7qaw85j9,0,2,12,1,4.8,1,2,1,3.2,1,3.3,0,2.62,0,4.32,2,2.62,0,12.62,12.62,3,1
2dxnce3p,0,1,12,1,13.76,1,7,1,11.2,1,11.76,0,8.18,0,12.384,1,8.18,0,4.18,4.18,6,1
lqy09jik,0,1,6,1,1.23,0,1,1,1,1,1.15,0,1.1,0,1.107,1,1.1,0,3.6,3.6,0,1
ktiz1h1g,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,0,-6,0,-11,0,6.5,6.5,4,1
ytgj1t65,0,1,15,1,16.8,1,10,1,16,0,16.8,0,8.12,0,15.12,1,8.12,0,21.12,21.12,4,1
z668vjdm,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,1,-12,0,-10,-10,5,1
2be0jkh2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,13.5,13.5,5,1
s270rho2,0,1,18,1,24.78,1,13,1,13.78,1,14.28,0,20.52,0,22.302,1,20.52,0,15.52,15.52,5,1
kgm6ppuo,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,1,-12,0,-7,-7,2,1
6gir6eim,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,2,-9,0,-19,-19,6,1
3c7rd5ya,0,0,3,1,4.2,1,3,1,3.6,1,3.7,0,2.4,0,3.78,1,2.4,0,-8.6,-8.6,6,1
qctopukw,0,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-3,1,-4,0,1,1,6,1
bdec0ba1,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,0,-6,1,-11,0,-13.5,-13.5,4,1
qslltb0b,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-14,-14,6,1
